1	2	1
1	3	3
1	4	2
1	5	2
1	6	2
1	7	2
1	8	1
1	9	1
1	10	3
1	12	3
1	15	2
1	16	2
1	18	4
1	19	2
1	20	2
1	21	2
1	22	1
1	23	2
1	26	4
1	27	1
1	28	1
1	29	1
1	31	1
1	32	1
1	33	1
1	35	2
1	36	1
1	37	2
1	38	2
1	39	1
1	41	2
1	42	3
1	44	1
1	45	2
1	46	2
1	47	1
1	48	2
1	49	1
1	50	2
1	51	1
1	52	1
1	53	2
1	54	1
1	56	1
1	57	2
1	58	2
1	59	1
1	60	1
1	61	1
1	63	1
1	65	2
1	66	1
1	68	1
2	5	1
2	9	1
2	13	1
2	14	1
2	17	1
2	23	1
2	28	2
2	29	1
2	31	1
2	33	2
2	34	1
2	35	1
2	37	2
2	38	1
2	39	2
2	43	1
2	45	1
2	50	1
2	51	1
2	52	1
2	54	1
2	55	1
2	59	1
2	60	2
2	61	2
2	62	1
2	63	1
2	64	2
2	65	2
2	66	2
2	67	1
3	6	2
3	7	2
3	9	1
3	10	2
3	12	2
3	15	2
3	16	2
3	18	1
3	19	3
3	20	2
3	23	1
3	26	3
3	36	1
3	41	3
3	42	3
3	44	1
3	46	2
3	48	4
3	50	1
3	52	1
3	56	2
3	57	2
3	68	2
4	5	3
4	8	1
4	11	2
4	12	2
4	14	1
4	17	1
4	22	1
4	30	2
4	31	1
4	32	2
4	34	1
4	38	2
4	40	1
4	45	4
4	51	1
4	53	1
4	54	1
4	59	1
4	62	1
4	64	1
4	65	3
4	67	1
5	8	2
5	14	1
5	17	2
5	18	1
5	30	1
5	31	1
5	32	2
5	33	1
5	34	2
5	35	1
5	37	2
5	38	3
5	43	1
5	45	6
5	50	1
5	53	1
5	54	2
5	55	1
5	59	1
5	62	2
5	63	1
5	64	2
5	65	4
6	7	3
6	9	1
6	12	3
6	15	3
6	16	3
6	18	2
6	19	2
6	20	2
6	26	2
6	36	2
6	41	1
6	42	2
6	46	3
6	48	2
6	57	3
7	9	1
7	12	3
7	15	3
7	16	3
7	18	2
7	19	2
7	20	2
7	26	2
7	36	2
7	41	1
7	42	2
7	46	3
7	48	2
7	57	3
8	30	1
8	32	1
8	34	1
8	35	1
8	38	1
8	45	2
8	51	1
8	53	1
8	54	2
8	62	1
8	63	1
8	64	1
8	65	1
9	12	1
9	13	2
9	14	1
9	15	1
9	16	1
9	19	1
9	20	1
9	24	1
9	26	1
9	28	1
9	37	1
9	39	1
9	42	1
9	46	1
9	52	1
9	57	1
9	60	1
9	61	1
9	63	1
9	64	1
9	65	1
9	66	1
9	67	1
10	18	3
10	21	1
10	22	1
10	23	1
10	24	1
10	25	1
10	26	1
10	27	1
10	32	1
10	35	2
10	36	1
10	38	1
10	41	3
10	42	1
10	44	1
10	48	2
10	50	1
10	51	1
10	52	1
10	56	2
10	58	1
10	65	1
10	68	1
11	12	1
11	17	1
11	22	1
11	27	1
11	30	1
11	32	1
11	33	1
11	34	1
11	40	1
11	51	1
11	65	2
12	15	3
12	16	3
12	17	3
12	18	3
12	19	2
12	20	2
12	21	1
12	26	3
12	27	1
12	29	1
12	30	1
12	31	1
12	35	1
12	36	2
12	37	1
12	38	1
